,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1645,Paita,PE,75.76,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
1646,Talas,TR,77.67,light rain,38.6908,35.5538,Fimaj Residence
1647,Union City,US,82.99,overcast clouds,37.5958,-122.0192,"Holiday Inn Express Union City (San Jose), an IHG Hotel"
1648,Ferme-Neuve,CA,78.58,overcast clouds,46.7001,-75.4493,Pourvoirie Club Fontbrune Ltee
1653,Nhulunbuy,AU,75.81,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
1658,Celestun,MX,87.13,overcast clouds,20.8667,-90.4,Posada Lilia
1659,Yima,CN,80.31,broken clouds,34.7381,111.8839,Yima Hotel
1661,Parker,US,86.36,overcast clouds,32.7668,-97.8003,"Candlewood Suites Weatherford, an IHG Hotel"
1662,Zhezkazgan,KZ,80.78,clear sky,47.8043,67.7144,Hotel Zumrat
1667,Woodward,US,77.74,clear sky,36.4337,-99.3904,"Holiday Inn Express & Suites Woodward Hwy 270, an IHG Hotel"
1668,San Fernando,PH,80.33,overcast clouds,15.0286,120.6898,Maharlika Hostel
1671,Tianjin,CN,75.15,light rain,39.1422,117.1767,Holiday Inn Tianjin Riverside
1672,Karwar,IN,79.54,few clouds,14.8,74.1333,Netalco Connects
1673,Kabalo,CD,79.38,scattered clouds,-6.05,26.9167,
1674,Le Vauclin,MQ,87.85,broken clouds,14.5452,-60.8388,Hôtel Cap Macabou
1676,Matara,LK,78.19,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
1678,Waw,SS,78.28,overcast clouds,7.7029,27.9953,Universal Gab Hotel
1693,Farah,AF,86.9,clear sky,32.5,62.5,
1694,Tiarei,PF,75.22,broken clouds,-17.5333,-149.3333,Le Rocher de Tahiti
1695,Muhlhausen,DE,83.55,overcast clouds,51.2167,10.45,Brauhaus zum Löwen
1696,Aba,NG,76.87,light rain,5.1066,7.3667,Rosies Hotel Limited
1697,Logansport,US,89.56,broken clouds,40.7545,-86.3567,"Holiday Inn Express & Suites Logansport, an IHG Hotel"
1699,Masuguru,TZ,77.36,scattered clouds,-11.3667,38.4167,
1700,Kokopo,PG,77.49,overcast clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
1702,Santo Estevao,BR,78.73,broken clouds,-12.4303,-39.2514,Campo Hotel
1704,Pathein,MM,79.38,overcast clouds,16.7833,94.7333,New Pammawaddy Hotel
1705,Mao,ES,81.16,few clouds,39.8885,4.2658,ARTIEM Capri
1707,Petit Goave,HT,89.78,overcast clouds,18.4314,-72.8669,Imperial Suite International
1708,Ojinaga,MX,79.75,scattered clouds,29.5667,-104.4167,Suites Las Palmas
1709,Mabaruma,GY,79.32,scattered clouds,8.2,-59.7833,Monty Brooms Guest House
1713,Santa Rosa,PH,79.11,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
1715,Bhadrachalam,IN,83.03,broken clouds,17.6667,80.8833,Hotel Srinidhi Residency
1716,Banyumas,ID,75.24,broken clouds,-7.5142,109.2942,Hadipriyanto Homestay
1717,Nang Rong,TH,80.83,overcast clouds,14.6377,102.7914,Phanomrungpuri Boutique Hotels & Resorts
1720,Hami,CN,78.21,clear sky,42.8,93.45,Laoyutang Resort
1723,Yuxia,CN,77.61,scattered clouds,34.0615,108.6291,Shanchengxuan Hotel
1725,Aquiraz,BR,87.89,clear sky,-3.9014,-38.3911,Pousada Rua Camurupim
1728,San Pedro De Macoris,DO,87.49,overcast clouds,18.4616,-69.2972,Apartahotel Guaraguao
1734,Adre,TD,75.87,overcast clouds,13.4667,22.2,
1735,Puerto Baquerizo Moreno,EC,77.99,few clouds,-0.9,-89.6,Hotel los Algarrobos
1736,Saint-Denis,FR,75.81,overcast clouds,48.9167,2.3333,ibis budget Paris Porte de Montmartre
1738,Mogadishu,SO,77.4,broken clouds,2.0371,45.3438,Hotel Juba
1739,Nieuw Amsterdam,SR,89.62,scattered clouds,5.8833,-55.0833,Globe Hotel
1742,Nagapattinam,IN,82.92,few clouds,10.7667,79.8333,Sathya Lodge
1743,Bhola,BD,83.03,overcast clouds,22.6833,90.65,Student Hostel (Shahbaz Khan Hostel)
1745,Tezu,IN,75.09,overcast clouds,27.9167,96.1667,Circuit House
1747,Qui Nhon,VN,82.38,broken clouds,13.7667,109.2333,Hoang Yen Canary Hotel
1748,Tena,EC,77.76,light rain,-0.9833,-77.8167,Hostal Tena Ñaui
1750,Pucallpa,PE,82.44,light rain,-8.3791,-74.5539,Hospedaje Komby
1753,Tecolutla,MX,84.06,overcast clouds,20.4833,-97.0167,Hotel Plaza Marsol
1754,Qax,AZ,83.39,scattered clouds,41.4225,46.9242,El Resort Hotel
1756,Akyab,MM,82.35,moderate rain,20.15,92.9,Hotel Memory
1760,Misratah,LY,86.05,clear sky,32.3754,15.0925,فندق الماسة
1761,Abilene,US,83.37,broken clouds,32.4487,-99.7331,La Quinta Inn by Wyndham Abilene
1762,Sanary-Sur-Mer,FR,86.85,broken clouds,43.1178,5.8001,Résidence Pierre et Vacances Les Rivages de Coudoulière
1763,Centralina,BR,83.61,clear sky,-18.5839,-49.1994,MM Plaza Hotel
1765,Requena,ES,76.78,clear sky,39.4883,-1.1004,Hotel Avenida
1767,Yazoo City,US,88.75,broken clouds,32.8551,-90.4056,Hampton Inn Yazoo City
1773,Huautla,MX,79.77,overcast clouds,21.0333,-98.2833,Hotel Huautla
1774,Caucaia,BR,87.75,few clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
1777,Kourou,GF,86.11,broken clouds,5.1552,-52.6478,Lodge Takini 4
1779,Drumheller,CA,87.66,clear sky,51.4617,-112.7101,Ramada by Wyndham Drumheller Hotel & Suites
1783,Itanhaem,BR,81.25,overcast clouds,-24.1831,-46.7889,Prainha Residência Artística
1786,Thanh Hoa,VN,82.94,overcast clouds,19.8,105.7667,KHÁCH SẠN NGỌC LY 8
1789,Chaozhou,CN,78.66,overcast clouds,23.6651,116.6379,Seven Corner View Homestay
1792,Fomboni,KM,77.72,clear sky,-12.28,43.7425,Pension Paradis
1796,Itarantim,BR,75.67,broken clouds,-15.6597,-40.0656,Pousada Buterfly
1797,Litovel,CZ,81.61,scattered clouds,49.7012,17.0762,Ubytovna U Šmoldasů
1800,Lhokseumawe,ID,77.38,broken clouds,5.1801,97.1507,OYO 3278 Penginapan Alfajri
1801,Yilan,TW,87.06,overcast clouds,24.757,121.753,Dar Chen Hotel
1807,That Phanom,TH,76.53,overcast clouds,16.9364,104.7104,ณ ธาตุพนมเพลส Na That Panom Place Hotel
1810,Ingham,US,86.05,overcast clouds,42.6,-84.3833,Sunset Place
1816,Uarini,BR,84.15,light rain,-2.99,-65.1083,
1822,Yarada,IN,84.52,mist,17.65,83.2667,Jeevan
1823,Katol,IN,79.36,broken clouds,21.2667,78.5833,Rocks Celibration lawn
1827,Bonawon,PH,80.13,broken clouds,9.134,122.9193,Bonawon
1829,Kaspiyskiy,RU,82.99,broken clouds,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
1831,Aboisso,CI,77.45,light rain,5.4678,-3.2071,Residence Belle Vue
1832,Key West,US,82.4,scattered clouds,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
1835,Chirongui,YT,75.13,clear sky,-12.9319,45.1483,La Villa Mahatsara
1837,Jiangyou,CN,77.45,overcast clouds,31.7667,104.7167,Shangping Shuyuan Inn
1838,West Bay,KY,88.0,scattered clouds,19.3667,-81.4167,Calypso Cove
1840,Penne,IT,83.75,clear sky,42.4538,13.9299,Bettina
1841,Aloleng,PH,81.45,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
1842,Pontianak,ID,75.18,overcast clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
1843,Marsa Matruh,EG,82.6,clear sky,31.3525,27.2453,Beau Site
1845,Soteapan,MX,80.8,overcast clouds,18.2333,-94.8667,puente jose maria morelos
1846,Saltpond,GH,79.21,overcast clouds,5.2091,-1.0606,Mfantseman Beach Resort
1847,Sladkovicovo,SK,89.71,scattered clouds,48.2014,17.6385,Hotel Tevel
1852,Kasongo-Lunda,CD,77.41,broken clouds,-6.4667,16.8167,
1856,Kupang,ID,76.26,scattered clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
1857,Marzuq,YE,80.35,broken clouds,14.4,46.4667,
1859,Paragominas,BR,89.69,scattered clouds,-2.9667,-47.4833,INOVA
1860,Bentiu,SS,77.94,broken clouds,9.2333,29.8333,Mandela hôtel
1861,Murud,IN,80.28,few clouds,18.3258,72.965,On Point Plaza
1885,Puerto Narino,CO,85.95,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
1886,Seka,TH,76.78,moderate rain,17.9285,103.9552,โรงแรมเสาวลักษณ์วิลล่า
1887,San Remigio,PH,80.62,clear sky,11.0809,123.9381,San Remigio Cultural Center and Leisure
1890,Vaitape,PF,80.46,light rain,-16.5167,-151.75,Conrad Bora Bora Nui
1891,Ewo,CG,83.64,overcast clouds,-0.8725,14.8206,Residence Elonda Ewo
1892,Camargo,MX,80.47,overcast clouds,27.6667,-105.1667,Hotel Santa Fe
1893,Havelock,US,85.98,scattered clouds,34.8791,-76.9013,Sherwood Motel
1895,Sao Francisco Do Conde,BR,80.62,scattered clouds,-12.6275,-38.68,Fazenda Engenho D’Água
1896,Wamba,NG,75.67,light rain,8.9333,8.6,Roma Zee Guest House Annex
1902,Cozumel,MX,89.58,broken clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
1906,Anito,PH,78.33,few clouds,12.4497,125.2886,The Yellow House
1910,Tunceli,TR,86.86,light rain,39.1083,39.5471,Grand Hotel Şaroğlu
1911,Kiri Buru,IN,79.38,overcast clouds,22.0833,85.35,Lucky India
1912,Monte Carmelo,BR,78.87,clear sky,-18.7247,-47.4986,Park hotel
1914,Carthage,TN,80.15,scattered clouds,36.8611,10.3316,Dar Fatma
1915,Razvilnoye,RU,77.63,light rain,46.2387,41.2987,
1916,Taperoa,BR,87.96,clear sky,-7.2075,-36.8267,Construir material de construção
1917,Council Bluffs,US,84.65,broken clouds,41.2619,-95.8608,"Holiday Inn Express & Suites Council Bluffs - Conv Ctr Area, an IHG Hotel"
1920,Tamandare,BR,79.29,clear sky,-8.7597,-35.1047,Pousada 100 Passos
1922,Frontera,MX,83.32,overcast clouds,26.9333,-101.45,Casagrande Hotel
1923,Alpena,US,79.95,few clouds,45.0617,-83.4327,Days Inn by Wyndham Alpena
1924,Huaihua,CN,76.05,moderate rain,27.5494,109.9592,怀化天庆大酒店
1929,El Sauce,NI,88.0,overcast clouds,12.8869,-86.539,Hotel Blanco
1931,Sand Springs,US,82.11,broken clouds,36.1398,-96.1089,Magnuson Hotel Sand Springs-Tulsa West
1934,Neftcala,AZ,81.55,scattered clouds,39.3742,49.2472,Otel restoran
1935,Morales,CO,75.52,few clouds,2.757,-76.6172,Finca Santa Catalina
1936,Wuning,CN,75.31,broken clouds,29.2589,120.2311,Fu Du Hotel
1941,Barreirinhas,BR,87.76,light rain,-2.7469,-42.8264,Gran Lençóis Flat Residence
